return_id,order_id,order_item_id,sku_id,customer_id,return_reason,return_note,return_date,return_status,refund_amount,return_shipping_cost,condition_received
RET0000318,ORD0000766,OI0001661,SKU00389,CUST00261,Too dark,This piece absorbs what little light there is. Makes the corner feel like a cave.,2025-10-07 23:46:35.000000,Inspected,190.24,11.7,Unused
RET0000319,ORD0000769,OI0001670,SKU00274,CUST00262,Quality didn't meet expectations,Cushions losing shape after just a month.,2024-10-03 02:02:55.000000,Refunded,97.71,23.98,Unused
RET0000320,ORD0000770,OI0001671,SKU00059,CUST00262,Difficult assembly,Instructions were just bad diagrams with no text.,2025-03-28 15:35:46.000000,Refunded,76.99,28.18,Unused
RET0000321,ORD0000772,OI0001674,SKU00412,CUST00262,Quality didn't meet expectations,Construction feels flimsy and unstable.,2025-06-23 09:48:35.000000,Received,927.83,10.09,Unused
RET0000322,ORD0000775,OI0001677,SKU00068,CUST00264,Color mismatch,The navy I received is practically black.,2024-09-03 03:47:42.000000,Refunded,226.03,26.21,Used
RET0000323,ORD0000775,OI0001680,SKU00120,CUST00264,Too dark,Much more moody and dark in person.,2024-08-22 03:47:42.000000,Received,101.01,15.91,Used
RET0000324,ORD0000776,OI0001684,SKU00306,CUST00264,Quality didn't meet expectations,"For this price, I expected much better materials.",2026-04-07 21:57:09.943041,Inspected,48.15,21.38,Used
RET0000325,ORD0000780,OI0001694,SKU00198,CUST00266,Not as described,Shown with decorative pillows that weren't included.,2024-06-27 21:36:26.000000,Received,521.23,17.38,Unused
RET0000326,ORD0000787,OI0001706,SKU00089,CUST00268,Not as described,Photos show a warm honey tone but it's very orange-yellow.,2026-02-01 15:23:03.000000,Received,154.83,27.44,Used
RET0000327,ORD0000790,OI0001710,SKU00387,CUST00269,Defective,Light socket is faulty - bulb flickers.,2024-12-14 14:31:21.000000,Processing,107.07,18.29,Used
RET0000328,ORD0000792,OI0001713,SKU00254,CUST00270,Not as described,Brass accents are actually painted plastic.,2024-07-26 00:33:05.000000,Refunded,176.56,18.02,Used
RET0000329,ORD0000792,OI0001714,SKU00145,CUST00270,Not as described,Photos show a warm honey tone but it's very orange-yellow.,2024-08-03 00:33:05.000000,Processing,314.87,12.12,Used
RET0000330,ORD0000793,OI0001717,SKU00271,CUST00271,Defective,Pre-drilled holes don't line up with hardware.,2025-04-27 11:35:41.000000,Inspected,722.94,13.17,Used
RET0000331,ORD0000797,OI0001727,SKU00049,CUST00272,Color mismatch,Color variation is significant from the photos.,2025-03-15 01:44:02.000000,Inspected,141.84,16.26,Unused
RET0000332,ORD0000798,OI0001729,SKU00044,CUST00273,Quality didn't meet expectations,Cushions losing shape after just a month.,2024-11-23 21:28:05.000000,Refunded,81.27,23.27,Used
RET0000333,ORD0000798,OI0001730,SKU00135,CUST00273,Defective,Pre-drilled holes don't line up with hardware.,2024-11-26 21:28:05.000000,Refunded,232.12,27.01,Unused
RET0000334,ORD0000805,OI0001750,SKU00183,CUST00276,Defective,Pre-drilled holes don't line up with hardware.,2024-05-28 09:29:24.000000,Refunded,156.74,10.94,Unused
RET0000335,ORD0000805,OI0001751,SKU00292,CUST00276,Quality didn't meet expectations,Stitching on the upholstery is uneven and coming loose.,2024-05-18 09:29:24.000000,Inspected,155.3,18.96,Unused
RET0000336,ORD0000806,OI0001752,SKU00112,CUST00276,Too dark,In evening lighting it's almost black.,2026-03-16 06:28:32.000000,Refunded,48.19,29.57,Unused
RET0000337,ORD0000810,OI0001759,SKU00088,CUST00277,Color mismatch,Beige is much more yellow-toned than the photos.,2025-07-30 08:28:09.000000,Inspected,112.48,13.52,Unused
RET0000338,ORD0000810,OI0001760,SKU00318,CUST00277,Too dark,In evening lighting it's almost black.,2025-08-08 08:28:09.000000,Refunded,91.93,9.78,Used
RET0000339,ORD0000815,OI0001772,SKU00243,CUST00279,Defective,Drawer doesn't close flush - frame is warped.,2025-09-24 04:15:50.000000,Received,122.03,20.48,Unused
RET0000340,ORD0000820,OI0001779,SKU00031,CUST00280,Color mismatch,Beige is much more yellow-toned than the photos.,2024-05-14 13:09:16.000000,Processing,38.74,15.26,Unused
RET0000341,ORD0000820,OI0001780,SKU00021,CUST00280,Quality didn't meet expectations,Cushions losing shape after just a month.,2024-05-03 13:09:16.000000,Refunded,24.11,23.52,Unused
RET0000342,ORD0000822,OI0001783,SKU00019,CUST00281,Damaged upon arrival,One of the legs is bent and won't attach properly.,2025-10-17 14:40:06.000000,Refunded,121.87,19.78,Damaged
RET0000343,ORD0000824,OI0001786,SKU00272,CUST00281,Quality didn't meet expectations,Construction feels flimsy and unstable.,2024-11-20 18:28:51.000000,Received,179.61,28.78,Used
RET0000344,ORD0000825,OI0001788,SKU00208,CUST00281,Defective,One leg is shorter so the table wobbles.,2025-07-19 00:27:13.000000,Refunded,299.73,13.14,Unused
RET0000345,ORD0000828,OI0001796,SKU00013,CUST00282,Quality didn't meet expectations,Drawer slides are already sticking after two weeks.,2025-12-07 20:18:15.000000,Refunded,474.34,25.56,Used
RET0000346,ORD0000830,OI0001800,SKU00263,CUST00282,Too dark,This piece absorbs what little light there is. Makes the corner feel like a cave.,2025-04-29 21:12:08.000000,Received,64.86,19.28,Used
RET0000347,ORD0000832,OI0001806,SKU00059,CUST00283,Too light,Pale compared to the product photography.,2025-09-08 11:26:54.000000,Refunded,76.64,16.31,Unused
RET0000348,ORD0000836,OI0001815,SKU00140,CUST00285,Difficult assembly,Pieces were labeled wrong - had to reassemble multiple times.,2024-09-18 09:38:03.000000,Received,98.52,27.43,Unused
RET0000349,ORD0000838,OI0001820,SKU00258,CUST00286,Too light,Finish is practically white-washed.,2025-04-03 23:54:59.000000,Received,98.16,27.48,Unused
RET0000350,ORD0000839,OI0001821,SKU00097,CUST00287,Not as described,Photos show a warm honey tone but it's very orange-yellow.,2025-08-30 11:40:34.000000,Received,179.37,18.15,Unused
RET0000351,ORD0000841,OI0001824,SKU00172,CUST00288,Too light,Piece almost disappears because it's so light.,2025-05-09 08:51:52.000000,Inspected,52.59,12.03,Unused
RET0000352,ORD0000841,OI0001825,SKU00289,CUST00288,Not as described,Description said solid wood but this is veneer over particle board.,2025-05-06 08:51:52.000000,Refunded,113.4,10.66,Unused
RET0000353,ORD0000847,OI0001835,SKU00310,CUST00290,Defective,Light socket is faulty - bulb flickers.,2024-12-31 19:23:27.000000,Refunded,360.17,17.23,Unused
RET0000354,ORD0000848,OI0001838,SKU00330,CUST00291,Difficult assembly,Holes for cam locks were drilled too shallow.,2025-09-22 22:37:31.000000,Refunded,134.66,26.06,Unused
RET0000355,ORD0000850,OI0001841,SKU00275,CUST00291,Difficult assembly,Pieces were labeled wrong - had to reassemble multiple times.,2026-02-24 15:44:06.000000,Refunded,202.41,8.61,Unused
RET0000356,ORD0000852,OI0001844,SKU00096,CUST00292,Not as described,Measurements online are wrong - about 3 inches narrower.,2025-01-03 14:25:02.000000,Refunded,23.9,10.58,Used
RET0000357,ORD0000854,OI0001850,SKU00055,CUST00293,Difficult assembly,Holes for cam locks were drilled too shallow.,2025-10-28 05:26:45.000000,Processing,440.13,27.43,Unused
RET0000358,ORD0000855,OI0001852,SKU00382,CUST00293,Quality didn't meet expectations,Drawer slides are already sticking after two weeks.,2025-05-09 06:38:36.000000,Refunded,134.91,26.27,Used
RET0000359,ORD0000858,OI0001858,SKU00127,CUST00294,Damaged upon arrival,Paint is chipped off in several places.,2025-03-10 11:24:08.000000,Refunded,746.98,11.91,Damaged
RET0000360,ORD0000859,OI0001860,SKU00209,CUST00294,Quality didn't meet expectations,Cushions losing shape after just a month.,2026-01-22 08:24:05.000000,Inspected,77.68,29.2,Used
RET0000361,ORD0000861,OI0001866,SKU00030,CUST00295,Difficult assembly,Instructions were just bad diagrams with no text.,2025-06-17 16:58:31.000000,Refunded,122.33,25.8,Used
RET0000362,ORD0000863,OI0001871,SKU00259,CUST00296,Defective,One leg is shorter so the table wobbles.,2025-04-06 17:00:03.000000,Refunded,67.17,29.15,Used
RET0000363,ORD0000863,OI0001872,SKU00327,CUST00296,Difficult assembly,Instructions were just bad diagrams with no text.,2025-04-15 17:00:03.000000,Inspected,569.12,14.19,Unused
RET0000364,ORD0000868,OI0001886,SKU00291,CUST00297,Quality didn't meet expectations,"For this price, I expected much better materials.",2024-07-30 11:21:59.000000,Refunded,95.57,14.15,Used
RET0000365,ORD0000872,OI0001895,SKU00329,CUST00298,Too dark,Finish is at least two shades darker than shown.,2025-06-12 03:12:02.000000,Refunded,161.89,13.63,Used
RET0000366,ORD0000872,OI0001896,SKU00321,CUST00298,Defective,Pre-drilled holes don't line up with hardware.,2025-06-11 03:12:02.000000,Refunded,35.85,28.07,Unused
RET0000367,ORD0000872,OI0001897,SKU00005,CUST00298,Not as described,Brass accents are actually painted plastic.,2025-06-05 03:12:02.000000,Refunded,192.24,18.7,Used
RET0000368,ORD0000876,OI0001903,SKU00054,CUST00300,Not as described,Measurements online are wrong - about 3 inches narrower.,2026-03-12 16:36:57.000000,Inspected,83.23,15.23,Unused
RET0000369,ORD0000879,OI0001910,SKU00322,CUST00301,Defective,One leg is shorter so the table wobbles.,2025-03-06 09:55:28.000000,Inspected,335.74,20.0,Unused
RET0000370,ORD0000882,OI0001913,SKU00342,CUST00301,Not as described,Brass accents are actually painted plastic.,2025-06-03 02:50:31.000000,Refunded,57.04,29.82,Used
RET0000371,ORD0000883,OI0001917,SKU00102,CUST00301,Defective,Pre-drilled holes don't line up with hardware.,2025-01-29 10:29:14.000000,Inspected,54.96,27.81,Used
RET0000372,ORD0000887,OI0001924,SKU00246,CUST00303,Too dark,Finish is at least two shades darker than shown.,2025-08-26 04:53:43.000000,Refunded,61.23,25.21,Unused
RET0000373,ORD0000888,OI0001926,SKU00363,CUST00303,Defective,Pre-drilled holes don't line up with hardware.,2025-04-11 18:40:19.000000,Refunded,92.16,14.51,Unused
RET0000374,ORD0000890,OI0001931,SKU00148,CUST00303,Color mismatch,Beige is much more yellow-toned than the photos.,2024-06-06 12:32:40.000000,Refunded,202.6,27.37,Used
RET0000375,ORD0000892,OI0001938,SKU00157,CUST00304,Quality didn't meet expectations,Construction feels flimsy and unstable.,2024-11-29 20:43:13.000000,Refunded,27.54,9.92,Unused
RET0000376,ORD0000893,OI0001939,SKU00313,CUST00304,Difficult assembly,Instructions were just bad diagrams with no text.,2025-06-28 00:37:39.000000,Refunded,50.83,24.32,Used
RET0000377,ORD0000893,OI0001940,SKU00034,CUST00304,Quality didn't meet expectations,Construction feels flimsy and unstable.,2025-06-17 00:37:39.000000,Received,204.29,23.34,Unused
RET0000378,ORD0000894,OI0001945,SKU00304,CUST00304,Not as described,Description said solid wood but this is veneer over particle board.,2024-08-15 04:41:41.000000,Inspected,93.88,8.92,Used
RET0000379,ORD0000894,OI0001946,SKU00260,CUST00304,Quality didn't meet expectations,Cushions losing shape after just a month.,2024-08-09 04:41:41.000000,Received,287.66,18.96,Unused
RET0000380,ORD0000899,OI0001958,SKU00332,CUST00305,Quality didn't meet expectations,Stitching on the upholstery is uneven and coming loose.,2025-10-11 18:45:19.000000,Received,97.32,27.09,Used
RET0000381,ORD0000906,OI0001971,SKU00297,CUST00308,Too dark,This piece absorbs what little light there is. Makes the corner feel like a cave.,2024-10-24 07:15:33.000000,Received,97.5,11.77,Unused
RET0000382,ORD0000908,OI0001974,SKU00111,CUST00308,Quality didn't meet expectations,Stitching on the upholstery is uneven and coming loose.,2024-08-23 10:48:51.000000,Refunded,713.77,16.94,Unused
RET0000383,ORD0000909,OI0001978,SKU00037,CUST00309,Damaged upon arrival,Paint is chipped off in several places.,2024-12-26 19:14:01.000000,Refunded,188.38,23.67,Damaged
RET0000384,ORD0000910,OI0001980,SKU00249,CUST00309,Quality didn't meet expectations,Stitching on the upholstery is uneven and coming loose.,2025-06-29 06:48:53.000000,Refunded,140.63,17.11,Used
RET0000385,ORD0000912,OI0001987,SKU00202,CUST00309,Too dark,Finish is at least two shades darker than shown.,2025-06-24 09:08:37.000000,Inspected,41.66,29.8,Used
RET0000386,ORD0000916,OI0001994,SKU00079,CUST00310,Defective,Drawer doesn't close flush - frame is warped.,2026-02-10 23:22:12.000000,Inspected,1064.44,15.18,Used
RET0000387,ORD0000919,OI0002000,SKU00094,CUST00311,Not as described,Shown with decorative pillows that weren't included.,2025-04-08 20:26:36.000000,Refunded,212.88,29.99,Used
RET0000388,ORD0000924,OI0002011,SKU00381,CUST00312,Damaged upon arrival,Huge scratch across the top surface. Looks like it was dragged.,2025-05-12 12:49:26.000000,Inspected,270.62,16.53,Damaged
RET0000389,ORD0000927,OI0002016,SKU00170,CUST00314,Difficult assembly,Pieces were labeled wrong - had to reassemble multiple times.,2024-12-08 03:07:30.000000,Refunded,79.19,21.93,Unused
RET0000390,ORD0000937,OI0002042,SKU00225,CUST00316,Damaged upon arrival,One of the legs is bent and won't attach properly.,2025-06-30 14:45:26.000000,Refunded,91.23,25.62,Damaged
RET0000391,ORD0000944,OI0002057,SKU00110,CUST00319,Defective,One leg is shorter so the table wobbles.,2025-12-07 02:19:57.000000,Inspected,23.52,20.48,Used
RET0000392,ORD0000944,OI0002058,SKU00117,CUST00319,Too light,Wood tone is much lighter than the rich warm color shown.,2025-11-24 02:19:57.000000,Received,258.42,25.11,Unused
RET0000393,ORD0000949,OI0002069,SKU00301,CUST00320,Defective,Light socket is faulty - bulb flickers.,2024-12-10 00:03:22.000000,Refunded,80.74,23.04,Used
RET0000394,ORD0000949,OI0002070,SKU00050,CUST00320,Defective,Drawer doesn't close flush - frame is warped.,2024-11-27 00:03:22.000000,Refunded,464.24,9.13,Used
RET0000395,ORD0000951,OI0002077,SKU00224,CUST00321,Too dark,This piece absorbs what little light there is. Makes the corner feel like a cave.,2026-01-06 01:12:50.000000,Received,331.16,28.18,Unused
RET0000396,ORD0000951,OI0002078,SKU00020,CUST00321,Too dark,In evening lighting it's almost black.,2025-12-28 01:12:50.000000,Refunded,44.45,24.57,Unused
RET0000397,ORD0000953,OI0002082,SKU00303,CUST00321,Damaged upon arrival,Glass component was shattered inside the box.,2025-03-16 17:31:07.000000,Refunded,294.23,20.78,Damaged
RET0000398,ORD0000953,OI0002083,SKU00300,CUST00321,Not as described,Shown with decorative pillows that weren't included.,2025-03-08 17:31:07.000000,Processing,135.23,18.11,Used
RET0000399,ORD0000954,OI0002084,SKU00381,CUST00321,Defective,Drawer doesn't close flush - frame is warped.,2025-01-11 10:09:54.000000,Received,135.31,29.85,Used
RET0000400,ORD0000954,OI0002085,SKU00045,CUST00321,Too light,Pale compared to the product photography.,2025-01-10 10:09:54.000000,Refunded,65.46,25.09,Used
RET0000401,ORD0000955,OI0002090,SKU00288,CUST00321,Difficult assembly,Instructions were just bad diagrams with no text.,2026-04-06 21:57:10.379068,Inspected,269.05,24.21,Unused
RET0000402,ORD0000959,OI0002096,SKU00305,CUST00323,Too light,Piece almost disappears because it's so light.,2026-02-07 18:34:56.000000,Inspected,132.85,8.04,Unused
RET0000403,ORD0000959,OI0002099,SKU00035,CUST00323,Not as described,Brass accents are actually painted plastic.,2026-01-20 18:34:56.000000,Refunded,269.74,11.35,Unused
RET0000404,ORD0000961,OI0002106,SKU00002,CUST00324,Damaged upon arrival,Glass component was shattered inside the box.,2024-12-09 02:55:55.000000,Refunded,404.34,14.7,Damaged
RET0000405,ORD0000963,OI0002108,SKU00078,CUST00324,Not as described,Brass accents are actually painted plastic.,2024-12-07 07:54:56.000000,Inspected,46.15,27.03,Used
RET0000406,ORD0000964,OI0002112,SKU00390,CUST00325,Quality didn't meet expectations,Stitching on the upholstery is uneven and coming loose.,2026-02-10 22:06:50.000000,Inspected,43.42,16.34,Unused
RET0000407,ORD0000966,OI0002119,SKU00116,CUST00326,Damaged upon arrival,Glass component was shattered inside the box.,2025-07-18 20:59:12.000000,Received,265.03,25.66,Damaged
RET0000408,ORD0000968,OI0002124,SKU00129,CUST00327,Damaged upon arrival,Huge scratch across the top surface. Looks like it was dragged.,2025-05-08 17:59:20.000000,Refunded,186.55,12.35,Damaged
RET0000409,ORD0000971,OI0002135,SKU00148,CUST00328,Too dark,In evening lighting it's almost black.,2025-03-31 06:40:41.000000,Inspected,203.33,26.3,Unused
RET0000410,ORD0000973,OI0002137,SKU00095,CUST00329,Quality didn't meet expectations,Drawer slides are already sticking after two weeks.,2025-05-17 15:12:33.000000,Refunded,357.04,13.98,Used
RET0000411,ORD0000980,OI0002154,SKU00164,CUST00330,Quality didn't meet expectations,"For this price, I expected much better materials.",2025-04-04 02:40:12.000000,Refunded,82.57,10.43,Used
RET0000412,ORD0000989,OI0002172,SKU00372,CUST00332,Not as described,Measurements online are wrong - about 3 inches narrower.,2024-10-25 20:21:03.000000,Received,70.96,12.39,Used
RET0000413,ORD0000990,OI0002175,SKU00003,CUST00333,Too dark,This piece absorbs what little light there is. Makes the corner feel like a cave.,2026-02-20 07:40:11.000000,Refunded,155.77,26.33,Unused
RET0000414,ORD0000997,OI0002186,SKU00094,CUST00335,Too light,Pale compared to the product photography.,2025-10-27 04:49:54.000000,Inspected,198.51,28.11,Used
RET0000415,ORD0000998,OI0002187,SKU00256,CUST00335,Defective,One leg is shorter so the table wobbles.,2026-04-05 22:00:13.000000,Inspected,348.54,15.88,Unused
RET0000416,ORD0000999,OI0002190,SKU00084,CUST00336,Quality didn't meet expectations,Cushions losing shape after just a month.,2026-01-09 16:11:22.000000,Refunded,555.27,24.9,Used
RET0000417,ORD0000999,OI0002192,SKU00067,CUST00336,Too light,Wood tone is much lighter than the rich warm color shown.,2026-01-05 16:11:22.000000,Received,270.78,13.81,Unused
RET0000418,ORD0001000,OI0002193,SKU00383,CUST00336,Quality didn't meet expectations,Cushions losing shape after just a month.,2025-02-15 13:05:42.000000,Inspected,30.01,20.68,Unused
RET0000419,ORD0001002,OI0002199,SKU00188,CUST00337,Quality didn't meet expectations,Drawer slides are already sticking after two weeks.,2025-09-28 22:29:16.000000,Refunded,85.24,21.95,Unused
RET0000420,ORD0001005,OI0002203,SKU00013,CUST00338,Difficult assembly,Holes for cam locks were drilled too shallow.,2025-09-08 20:56:47.000000,Refunded,491.54,13.63,Unused
RET0000421,ORD0001008,OI0002208,SKU00054,CUST00340,Too dark,This piece absorbs what little light there is. Makes the corner feel like a cave.,2024-05-19 04:31:37.000000,Received,85.32,15.95,Unused
RET0000422,ORD0001009,OI0002210,SKU00223,CUST00340,Color mismatch,Gold finish is extremely yellow and brassy.,2024-08-10 11:49:56.000000,Refunded,81.78,19.34,Used
RET0000423,ORD0001011,OI0002216,SKU00331,CUST00340,Quality didn't meet expectations,Construction feels flimsy and unstable.,2025-07-17 20:11:31.000000,Refunded,56.23,9.97,Used
RET0000424,ORD0001012,OI0002220,SKU00131,CUST00340,Defective,Drawer doesn't close flush - frame is warped.,2025-01-05 07:15:40.000000,Refunded,247.84,14.73,Unused
RET0000425,ORD0001022,OI0002243,SKU00264,CUST00342,Defective,Drawer doesn't close flush - frame is warped.,2024-05-10 08:31:52.000000,Refunded,237.32,16.84,Unused
RET0000426,ORD0001023,OI0002244,SKU00052,CUST00343,Quality didn't meet expectations,Cushions losing shape after just a month.,2025-11-13 13:45:37.000000,Refunded,212.39,15.54,Used
RET0000427,ORD0001025,OI0002247,SKU00085,CUST00343,Quality didn't meet expectations,Stitching on the upholstery is uneven and coming loose.,2025-03-12 20:59:12.000000,Received,89.27,15.81,Unused
RET0000428,ORD0001026,OI0002249,SKU00079,CUST00343,Difficult assembly,Pieces were labeled wrong - had to reassemble multiple times.,2026-02-22 21:47:55.000000,Refunded,1872.24,9.17,Used
RET0000429,ORD0001026,OI0002250,SKU00051,CUST00343,Difficult assembly,Pieces were labeled wrong - had to reassemble multiple times.,2026-03-05 21:47:55.000000,Refunded,232.88,17.03,Unused
RET0000430,ORD0001027,OI0002252,SKU00381,CUST00344,Difficult assembly,Instructions were just bad diagrams with no text.,2025-09-25 00:26:23.000000,Refunded,117.24,11.54,Used
RET0000431,ORD0001033,OI0002265,SKU00244,CUST00347,Too dark,In evening lighting it's almost black.,2025-01-22 09:40:12.000000,Inspected,681.62,14.02,Used
RET0000432,ORD0001038,OI0002276,SKU00050,CUST00348,Color mismatch,Beige is much more yellow-toned than the photos.,2024-06-23 19:37:02.000000,Processing,416.45,15.9,Unused
RET0000433,ORD0001039,OI0002277,SKU00103,CUST00348,Damaged upon arrival,One of the legs is bent and won't attach properly.,2026-02-18 00:29:14.000000,Received,81.65,27.99,Damaged
RET0000434,ORD0001039,OI0002278,SKU00141,CUST00348,Too dark,In evening lighting it's almost black.,2026-02-17 00:29:14.000000,Refunded,219.86,21.15,Unused
RET0000435,ORD0001041,OI0002283,SKU00142,CUST00349,Quality didn't meet expectations,Drawer slides are already sticking after two weeks.,2026-02-12 11:13:31.000000,Received,368.55,15.75,Used
RET0000436,ORD0001043,OI0002288,SKU00259,CUST00350,Quality didn't meet expectations,Cushions losing shape after just a month.,2026-02-24 21:43:50.000000,Refunded,57.29,25.67,Used
RET0000437,ORD0001044,OI0002294,SKU00128,CUST00350,Defective,One leg is shorter so the table wobbles.,2025-06-03 21:52:20.000000,Refunded,1107.35,9.87,Unused
RET0000438,ORD0001045,OI0002296,SKU00326,CUST00350,Too light,Pale compared to the product photography.,2025-02-11 14:19:11.000000,Refunded,110.07,25.33,Unused
RET0000439,ORD0001047,OI0002299,SKU00301,CUST00352,Defective,Light socket is faulty - bulb flickers.,2025-08-23 06:48:53.000000,Refunded,80.74,16.28,Unused
RET0000440,ORD0001047,OI0002300,SKU00257,CUST00352,Too light,Piece almost disappears because it's so light.,2025-08-14 06:48:53.000000,Refunded,238.2,11.68,Used
RET0000441,ORD0001048,OI0002302,SKU00383,CUST00353,Quality didn't meet expectations,Stitching on the upholstery is uneven and coming loose.,2025-10-30 16:17:42.000000,Refunded,31.69,8.54,Used
RET0000442,ORD0001050,OI0002304,SKU00267,CUST00353,Quality didn't meet expectations,Drawer slides are already sticking after two weeks.,2025-12-11 06:42:25.000000,Inspected,44.59,11.0,Used
RET0000443,ORD0001051,OI0002309,SKU00305,CUST00354,Defective,Pre-drilled holes don't line up with hardware.,2025-05-16 10:25:54.000000,Inspected,278.02,26.93,Used
RET0000444,ORD0001052,OI0002310,SKU00026,CUST00354,Too light,Wood tone is much lighter than the rich warm color shown.,2026-02-28 00:49:46.000000,Inspected,247.97,11.22,Unused
RET0000445,ORD0001059,OI0002324,SKU00259,CUST00359,Quality didn't meet expectations,Stitching on the upholstery is uneven and coming loose.,2025-10-08 00:33:50.000000,Refunded,116.96,17.95,Unused
RET0000446,ORD0001061,OI0002329,SKU00053,CUST00359,Quality didn't meet expectations,Construction feels flimsy and unstable.,2024-12-17 15:33:51.000000,Refunded,700.63,8.67,Used
RET0000447,ORD0001061,OI0002330,SKU00052,CUST00359,Damaged upon arrival,One of the legs is bent and won't attach properly.,2024-12-18 15:33:51.000000,Refunded,233.14,17.94,Damaged
RET0000448,ORD0001064,OI0002335,SKU00091,CUST00360,Difficult assembly,Need three hands to hold pieces while screwing.,2024-07-05 15:13:27.000000,Refunded,404.08,27.56,Used
RET0000449,ORD0001068,OI0002341,SKU00391,CUST00362,Quality didn't meet expectations,Drawer slides are already sticking after two weeks.,2025-08-27 16:20:49.000000,Inspected,330.13,13.84,Unused
RET0000450,ORD0001069,OI0002344,SKU00148,CUST00362,Color mismatch,Beige is much more yellow-toned than the photos.,2025-10-18 03:54:26.000000,Received,403.07,24.93,Unused
RET0000451,ORD0001069,OI0002345,SKU00075,CUST00362,Too dark,In evening lighting it's almost black.,2025-11-06 03:54:26.000000,Received,191.6,13.19,Used
RET0000452,ORD0001070,OI0002347,SKU00124,CUST00362,Defective,One leg is shorter so the table wobbles.,2026-03-19 04:29:14.000000,Inspected,520.74,22.12,Unused
RET0000453,ORD0001071,OI0002350,SKU00085,CUST00363,Damaged upon arrival,Glass component was shattered inside the box.,2024-07-10 12:01:19.000000,Refunded,89.35,9.03,Damaged
RET0000454,ORD0001081,OI0002368,SKU00099,CUST00366,Quality didn't meet expectations,Drawer slides are already sticking after two weeks.,2024-06-12 00:34:10.000000,Inspected,320.38,26.89,Used
RET0000455,ORD0001081,OI0002370,SKU00123,CUST00366,Quality didn't meet expectations,Drawer slides are already sticking after two weeks.,2024-06-06 00:34:10.000000,Refunded,240.36,9.18,Unused
RET0000456,ORD0001085,OI0002378,SKU00378,CUST00366,Too light,Finish is practically white-washed.,2025-04-02 23:00:54.000000,Refunded,249.26,11.26,Unused
RET0000457,ORD0001086,OI0002380,SKU00288,CUST00367,Damaged upon arrival,Huge scratch across the top surface. Looks like it was dragged.,2024-08-11 12:02:56.000000,Inspected,276.9,10.74,Damaged
RET0000458,ORD0001087,OI0002382,SKU00147,CUST00367,Defective,One leg is shorter so the table wobbles.,2024-11-03 02:36:05.000000,Received,305.73,23.6,Used
RET0000459,ORD0001094,OI0002399,SKU00110,CUST00370,Quality didn't meet expectations,Drawer slides are already sticking after two weeks.,2024-09-06 11:09:22.000000,Refunded,21.68,29.77,Unused
RET0000460,ORD0001094,OI0002401,SKU00055,CUST00370,Difficult assembly,Pieces were labeled wrong - had to reassemble multiple times.,2024-09-07 11:09:22.000000,Refunded,431.62,20.07,Unused
RET0000461,ORD0001095,OI0002402,SKU00156,CUST00370,Damaged upon arrival,Glass component was shattered inside the box.,2024-09-06 09:57:38.000000,Refunded,434.18,26.89,Damaged
RET0000462,ORD0001098,OI0002406,SKU00001,CUST00371,Defective,One leg is shorter so the table wobbles.,2026-02-22 20:03:29.000000,Refunded,370.49,15.45,Unused
RET0000463,ORD0001099,OI0002408,SKU00352,CUST00371,Color mismatch,White is actually off-white/cream.,2025-02-26 13:34:26.000000,Processing,54.74,17.99,Used
RET0000464,ORD0001102,OI0002413,SKU00390,CUST00372,Damaged upon arrival,The box arrived crushed and the corner was cracked.,2024-11-06 11:49:26.000000,Refunded,54.7,17.42,Damaged
RET0000465,ORD0001102,OI0002415,SKU00093,CUST00372,Color mismatch,Color variation is significant from the photos.,2024-10-30 11:49:26.000000,Refunded,320.67,21.57,Unused
RET0000466,ORD0001104,OI0002420,SKU00253,CUST00373,Quality didn't meet expectations,Drawer slides are already sticking after two weeks.,2026-04-08 21:57:10.740898,Refunded,54.41,18.1,Used
RET0000467,ORD0001105,OI0002421,SKU00348,CUST00373,Not as described,Photos show a warm honey tone but it's very orange-yellow.,2025-08-05 09:16:05.000000,Refunded,123.21,9.79,Unused
RET0000468,ORD0001108,OI0002428,SKU00051,CUST00373,Defective,Light socket is faulty - bulb flickers.,2025-05-02 14:53:19.000000,Refunded,270.88,13.69,Unused
RET0000469,ORD0001110,OI0002433,SKU00364,CUST00375,Defective,Light socket is faulty - bulb flickers.,2024-11-19 16:54:43.000000,Refunded,150.95,22.5,Used
RET0000470,ORD0001110,OI0002434,SKU00026,CUST00375,Too dark,Much more moody and dark in person.,2024-11-08 16:54:43.000000,Processing,493.95,22.77,Unused
RET0000471,ORD0001112,OI0002437,SKU00257,CUST00376,Color mismatch,Gold finish is extremely yellow and brassy.,2024-11-08 18:03:58.000000,Inspected,237.65,11.01,Used
RET0000472,ORD0001114,OI0002445,SKU00291,CUST00376,Color mismatch,Gold finish is extremely yellow and brassy.,2024-04-23 17:36:43.000000,Refunded,93.98,26.25,Used
RET0000473,ORD0001115,OI0002448,SKU00216,CUST00376,Difficult assembly,Instructions were just bad diagrams with no text.,2026-03-20 15:18:03.000000,Received,34.86,12.23,Unused
RET0000474,ORD0001116,OI0002451,SKU00112,CUST00376,Color mismatch,Beige is much more yellow-toned than the photos.,2026-01-13 09:52:44.000000,Refunded,62.05,24.53,Unused
RET0000475,ORD0001122,OI0002463,SKU00373,CUST00378,Not as described,Measurements online are wrong - about 3 inches narrower.,2024-09-08 03:18:37.000000,Received,60.84,10.44,Used
